,frameNUM_veh,objectID_veh,p1x_veh,p1y_veh,p2x_veh,p2y_veh,bx_veh,by_veh,cx_veh,cy_veh,type_veh,zone_veh,course_veh,lostCounter_veh,key,frameNUM_ped,objectID_ped,p1x_ped,p1y_ped,p2x_ped,p2y_ped,bx_ped,by_ped,cx_ped,cy_ped,type_ped,zone_ped,course_ped,lostCounter_ped,distance,ped_veh_overlap,ped_veh_buffer_intersect,pet,intersection,video_name,sub_id
105,476,20,566,292,613,327,589,309,589,327,2,5,281.3099325,0,0,402,17,563,262,591,312,577,287,577,312,0,5,315,8,19.20937271,1,1,2.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,14
106,521,22,556,292,595,322,575,307,575,322,2,5,198.4349488,0,0,402,17,563,262,591,312,577,287,577,312,0,5,315,8,10.19803903,1,1,3.966666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,14
107,18,4,395,432,547,558,471,495,471,558,2,6,40.60129465,0,0,104,16,443,491,473,541,458,516,458,541,0,6,51.34019175,25,21.40093456,1,1,-2.866666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,15
108,81,15,151,594,370,717,260,655,260,717,7,-1,68.55226367,0,0,81,16,245,641,280,702,262,671,262,702,0,6,48.9909131,2,15.13274595,1,1,0,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,15
109,131,19,172,567,396,705,284,636,284,705,2,-1,71.56505118,1,0,82,16,257,633,293,694,275,663,275,694,0,6,48.9909131,3,14.2126704,1,1,1.633333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,15
110,213,21,409,469,530,554,469,511,469,554,2,6,51.34019175,0,0,104,16,443,491,473,541,458,516,458,541,0,6,51.34019175,25,17.02938637,1,1,3.633333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_104715,15
111,347,18,658,517,829,610,743,563,743,610,2,6,99.75242494,0,0,336,22,724,555,757,609,740,582,740,609,0,6,304.2157021,31,3.16227766,1,1,0.366666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_114715,4
112,445,23,633,505,841,613,737,559,737,613,2,6,270,0,0,336,22,724,555,757,609,740,582,740,609,0,6,304.2157021,31,5,1,1,3.633333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_114715,4
113,201,17,0,462,52,593,26,527,26,593,2,-1,319.7636417,0,0,342,25,8,530,46,592,27,561,27,592,0,6,47.6025622,50,1.414213562,1,1,-4.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,6
114,353,25,0,537,50,613,25,575,25,613,2,-1,138.3664607,0,0,345,25,11,536,50,601,30,568,30,601,0,6,150.2551187,53,13,1,1,0.266666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,6
115,490,36,0,463,59,602,29,532,29,602,2,-1,284.9314172,0,0,345,25,11,536,50,601,30,568,30,601,0,6,150.2551187,53,1.414213562,1,1,4.833333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,6
116,471,32,0,534,56,622,28,578,28,622,2,-1,281.888658,0,0,523,37,15,550,58,612,36,581,36,612,0,6,278.7461623,52,12.80624847,1,1,-1.733333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,9
117,471,35,615,632,851,716,733,674,733,716,2,-1,272.5448044,0,0,477,37,715,649,754,706,734,677,734,706,0,6,274.3987054,6,10.04987562,1,1,-0.2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,9
118,2912,103,625,457,718,536,671,496,671,536,2,4,321.3401917,0,0,3027,98,660,468,682,534,671,501,671,534,0,4,291.8014095,0,2,1,1,-3.833333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,12
119,3150,111,664,467,752,540,708,503,708,540,2,4,327.9946168,0,0,3007,98,691,476,726,539,708,507,708,539,0,4,270,0,1,1,1,4.766666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,12
120,543,12,450,411,613,511,531,461,531,511,2,5,70.55996517,0,0,655,9,516,459,545,511,530,485,530,511,0,5,105.9453959,0,1,1,1,-3.733333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,16
121,3061,133,392,440,593,557,492,498,492,557,2,6,65.22485943,0,0,3063,134,470,463,513,556,491,509,491,556,0,6,64.65382406,47,1.414213562,1,1,-0.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,19
122,3208,136,590,398,678,457,634,427,634,457,2,5,49.39870535,0,0,3102,134,632,376,670,456,651,416,651,456,0,5,40.60129465,86,17.02938637,1,1,3.533333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,19
123,2272,77,625,463,706,534,665,498,665,534,2,4,350.5376778,0,0,2158,75,645,477,686,534,665,505,665,534,0,4,90,0,0,1,1,3.8,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,22
124,410,7,440,367,536,444,488,405,488,444,2,5,315,0,0,541,3,433,363,460,414,446,388,446,414,0,5,26.56505118,0,51.6139516,1,1,-4.366666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,27
125,1913,1,1,514,184,627,92,570,92,627,2,6,242.3540246,0,0,1919,3,22,542,43,602,32,572,32,602,0,6,180,5,65,1,1,-0.2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
126,2066,36,1,494,169,610,85,552,85,610,2,6,246.037511,0,0,1919,3,22,542,43,602,32,572,32,602,0,6,180,5,53.60037313,1,1,4.9,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
127,338,25,570,436,700,535,635,485,635,535,2,4,323.1301024,1,0,188,4,618,469,652,534,635,501,635,534,0,4,97.12501635,0,1,1,1,5,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
128,1017,60,580,433,925,560,752,496,752,560,5,4,45,0,0,990,52,755,500,780,553,767,526,767,553,0,4,256.3730051,12,16.55294536,1,1,0.9,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
129,1301,64,561,280,610,318,585,299,585,318,2,5,348.6900675,5,0,1315,64,568,265,602,318,585,291,585,318,0,5,270,1,0,1,1,-0.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
130,1479,66,564,292,610,325,587,308,587,325,2,5,270,1,0,1332,64,571,271,598,323,584,297,584,323,0,5,270,10,3.605551275,1,1,4.9,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
131,1352,67,532,298,584,338,558,318,558,338,2,5,225,1,0,1332,64,571,271,598,323,584,297,584,323,0,5,270,10,30.01666204,1,1,0.666666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,32
132,658,16,628,466,727,534,677,500,677,534,7,5,285.9453959,0,0,657,16,691,457,719,520,705,488,705,520,0,5,285.9453959,48,31.30495168,1,1,0.033333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,33
133,661,31,605,469,780,534,692,501,692,534,7,5,34.38034472,0,0,657,16,691,457,719,520,705,488,705,520,0,5,285.9453959,48,19.10497317,1,1,0.133333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_124715,33
134,448,22,579,355,779,549,679,452,679,549,7,4,336.8014095,15,0,427,25,622,473,659,524,640,498,640,524,0,5,999,1,46.32493929,1,1,0.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,0
135,325,17,516,443,605,522,560,482,560,522,2,4,315,0,0,177,0,549,459,571,522,560,490,560,522,0,4,90,0,0,1,1,4.933333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,5
136,288,14,542,462,675,562,608,512,608,562,2,6,315,0,0,162,8,627,486,665,536,646,511,646,536,0,4,90,14,46.04345773,1,1,4.2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,8
137,1357,60,541,426,666,539,603,482,603,539,2,4,351.8698976,2,0,1506,55,590,471,619,539,604,505,604,539,0,4,258.6900675,0,1,1,1,-4.966666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,11
138,1621,88,572,416,738,544,655,480,655,544,7,4,33.69006753,0,0,1478,55,644,476,668,542,656,509,656,542,0,4,270,0,2.236067977,1,1,4.766666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,11
139,768,6,318,570,476,711,397,640,397,711,7,-1,90,0,0,797,67,382,641,408,705,395,673,395,705,0,6,139.3987054,7,6.32455532,1,1,-0.966666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,11
140,777,6,343,609,516,714,429,661,429,714,7,-1,48.0127875,0,0,798,68,419,647,448,703,433,675,433,703,0,6,131.1859252,8,11.70469991,1,1,-0.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,11
141,1355,60,547,433,665,539,606,486,606,539,2,4,296.5650512,0,0,1493,78,594,478,621,537,607,507,607,537,0,4,306.8698976,0,2.236067977,1,1,-4.6,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,11
142,153,1,573,452,687,527,630,489,630,527,2,4,360,0,0,72,3,609,471,647,526,628,498,628,526,0,4,97.12501635,0,2.236067977,1,1,2.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,17
143,156,11,-25,526,35,597,5,561,5,597,2,-1,282.9946168,2,0,188,14,5,507,53,568,29,537,29,568,0,6,63.43494882,78,37.64306045,1,1,-1.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_134715,17
144,731,3,284,385,398,469,341,427,341,469,2,5,270,0,0,680,12,359,393,386,455,372,424,372,455,0,5,270,90,34.0147027,1,1,1.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_144715,3
145,717,8,318,372,430,448,374,410,374,448,2,5,243.4349488,0,0,661,12,364,393,388,447,376,420,376,447,0,5,360,71,2.236067977,1,1,1.866666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_144715,3
146,756,3,215,385,313,440,264,412,264,440,2,5,262.8749837,0,0,676,20,250,386,271,439,260,412,260,439,0,5,270,0,4.123105626,1,1,2.666666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_144715,3
147,129,2,-17,337,112,515,47,426,47,515,5,6,23.07041225,12,0,230,7,48,437,74,490,61,463,61,490,0,2,258.6900675,0,28.65309756,1,1,-3.366666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_154715,17
148,119,9,613,459,721,532,667,495,667,532,2,4,315,0,0,33,7,650,471,684,532,667,501,667,532,0,4,270,0,0,1,1,2.866666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_154715,17
149,1804,58,551,294,604,325,577,309,577,325,2,5,250.7099538,0,0,1684,81,571,266,591,317,581,291,581,317,0,5,360,2,8.94427191,1,1,4,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,2
150,1609,77,532,297,588,335,560,316,560,335,2,5,360,1,0,1684,81,571,266,591,317,581,291,581,317,0,5,360,2,27.65863337,1,1,-2.5,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,2
151,1720,87,536,301,585,337,560,319,560,337,2,5,999,0,0,1684,81,571,266,591,317,581,291,581,317,0,5,360,2,29,1,1,1.2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,2
152,56,4,334,331,504,523,419,427,419,523,7,3,360,0,0,39,5,359,460,388,523,373,491,373,523,0,3,99.46232221,1,46,1,1,0.566666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,11
153,58,4,335,328,507,523,421,425,421,523,7,3,198.4349488,0,0,89,17,465,462,490,523,477,492,477,523,0,4,225,0,56,1,1,-1.033333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,11
154,404,10,597,450,681,535,639,492,639,535,2,4,8.130102354,0,0,308,19,624,480,652,535,638,507,638,535,0,4,105.2551187,11,1,1,1,3.2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,12
155,446,10,664,377,737,439,700,408,700,439,2,5,29.7448813,0,0,490,29,693,387,717,439,705,413,705,439,0,5,56.30993247,1,5,1,1,-1.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,12
156,620,25,627,364,713,440,670,402,670,440,2,5,56.30993247,3,0,490,29,693,387,717,439,705,413,705,439,0,5,56.30993247,1,35.0142828,1,1,4.333333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_164715,12
157,277,1,594,462,674,540,634,501,634,540,2,4,350.5376778,0,0,166,2,621,474,647,540,634,507,634,540,0,4,50.19442891,0,0,1,1,3.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,10
158,250,1,2,497,149,610,75,553,75,610,2,6,225,0,0,319,12,39,516,95,603,67,559,67,603,0,6,243.4349488,15,10.63014581,1,1,-2.3,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
159,326,3,332,385,425,445,378,415,378,445,2,5,255.9637565,0,0,246,12,355,380,387,430,371,405,371,430,0,5,243.4349488,0,16.55294536,1,1,2.666666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
160,447,4,97,479,249,568,173,523,173,568,2,6,245.7722547,0,0,306,12,135,469,189,553,162,511,162,553,0,6,241.1892063,2,18.60107524,1,1,4.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
161,236,5,87,467,224,562,155,514,155,562,2,6,252.6459754,0,0,307,12,128,471,183,557,155,514,155,557,0,6,241.1892063,3,5,1,1,-2.366666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
162,301,6,141,414,265,483,203,448,203,483,2,5,241.3895403,0,0,287,12,246,432,276,483,261,457,261,483,0,2,250.0168935,0,58,1,1,0.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
163,387,7,14,511,185,618,99,564,99,618,2,6,251.5650512,0,0,317,12,56,508,112,595,84,551,84,595,0,6,243.4349488,13,27.45906044,1,1,2.333333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
164,393,12,1,540,142,654,71,597,71,654,2,-1,78.69006753,0,0,323,12,1,535,58,624,29,579,29,624,0,6,242.5924246,19,51.6139516,1,1,2.333333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
165,465,13,33,554,112,626,72,590,72,626,2,6,121.4295656,10,0,320,12,29,521,85,608,57,564,57,608,0,6,243.4349488,16,23.43074903,1,1,4.833333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
166,2769,97,628,460,718,535,673,497,673,535,2,4,338.1985905,0,0,2824,17,658,473,688,534,673,503,673,534,0,4,270,0,1,1,1,-1.833333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
167,2417,90,660,453,746,541,703,497,703,541,2,4,320.1944289,1,0,2539,96,680,479,725,541,702,510,702,541,0,4,311.6335393,16,1,1,1,-4.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
168,2734,104,636,377,717,429,676,403,676,429,2,5,63.43494882,0,0,2585,96,676,379,706,429,691,404,691,429,0,5,20.55604522,0,15,1,1,4.966666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10032019_174715,16
169,1886,62,555,451,665,528,610,489,610,528,2,4,298.3007558,0,0,1958,0,595,452,624,528,609,490,609,528,0,4,285.9453959,0,1,1,1,-2.4,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_074715,0
170,236,3,46,427,212,498,129,462,129,498,2,2,254.0546041,0,0,113,1,113,441,145,498,129,469,129,498,0,2,278.9726266,0,0,1,1,4.1,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,1
171,443,16,611,462,710,537,660,499,660,537,2,4,315,0,0,314,12,643,476,676,537,659,506,659,537,0,4,270,0,1,1,1,4.3,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,5
172,1298,46,592,455,698,533,645,494,645,533,2,4,320.7105931,0,0,1433,18,628,467,662,533,645,500,645,533,0,4,261.8698976,0,0,1,1,-4.5,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,16
173,1372,52,623,459,713,534,668,496,668,534,2,4,321.3401917,0,0,1423,18,651,468,683,534,667,501,667,534,0,4,288.4349488,0,1,1,1,-1.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,16
174,218,9,538,320,606,371,572,345,572,371,2,5,236.3099325,0,0,368,11,555,266,609,342,582,304,582,342,0,5,225,0,30.6757233,1,1,-5,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,22
175,358,11,560,311,624,351,592,331,592,351,2,5,248.1985905,0,0,368,11,555,266,609,342,582,304,582,342,0,5,225,0,13.45362405,1,1,-0.333333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,22
176,378,12,527,299,584,341,555,320,555,341,2,5,247.1663458,0,0,370,11,553,264,607,341,580,302,580,341,0,5,356.6335393,1,25,1,1,0.266666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,22
177,813,24,577,476,715,556,646,516,646,556,2,4,302.7352263,0,0,914,18,636,479,658,556,647,517,647,556,0,4,281.3099325,0,1,1,1,-3.366666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_094715,24
178,2194,102,571,310,639,350,605,330,605,350,2,5,281.3099325,0,0,2252,104,572,264,593,326,582,295,582,326,0,5,90,10,33.24154028,1,1,-1.933333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
179,2234,104,559,283,609,321,584,302,584,321,2,5,180,10,0,2239,104,573,264,595,321,584,292,584,321,0,5,252.897271,0,0,1,1,-0.166666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
180,2248,105,538,296,583,334,560,315,560,334,2,5,999,0,0,2246,104,571,264,592,325,581,294,581,325,0,5,225,4,22.84731932,1,1,0.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
181,2354,107,570,310,628,351,599,330,599,351,2,5,255.9637565,0,0,2252,104,572,264,593,326,582,295,582,326,0,5,90,10,30.23243292,1,1,3.4,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
182,2392,110,555,289,610,326,582,307,582,326,2,5,233.1301024,0,0,2252,104,572,264,593,326,582,295,582,326,0,5,90,10,0,1,1,4.666666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
183,2207,101,322,509,421,615,371,562,371,615,2,6,185.1944289,0,0,2355,106,354,558,389,615,371,586,371,615,0,6,167.9052429,0,0,1,1,-4.933333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
184,2322,102,370,548,514,715,442,631,442,715,2,-1,143.1301024,0,0,2373,106,412,641,452,715,432,678,432,715,0,6,94.08561678,0,10,1,1,-1.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,3
185,86,0,626,357,683,400,654,378,654,400,2,5,36.86989765,0,0,185,7,645,348,663,398,654,373,654,398,0,5,360,0,2,1,1,-3.3,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,5
186,1,4,659,380,735,443,697,411,697,443,2,5,999,0,0,149,7,652,381,677,443,664,412,664,443,0,5,329.0362435,0,33,1,1,-4.933333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,5
187,60,6,599,431,689,521,644,476,644,521,2,4,42.70938996,0,0,177,12,625,456,655,521,640,488,640,521,0,5,43.15238973,0,4,1,1,-3.9,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,13
188,285,17,604,437,700,512,652,474,652,512,2,5,32.00538321,0,0,179,12,636,446,662,506,649,476,649,506,0,5,43.15238973,0,6.708203932,1,1,3.533333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_104715,13
189,300,23,689,374,757,427,723,400,723,427,2,5,23.96248897,0,0,422,27,696,339,739,420,717,379,717,420,0,5,17.35402464,0,9.219544457,1,1,-4.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_114715,22
190,435,27,699,334,770,406,734,370,734,406,7,5,169.6951535,0,0,427,27,706,333,744,403,725,368,725,403,0,5,21.80140949,0,9.486832981,1,1,0.266666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_114715,22
191,499,31,651,394,724,490,687,442,687,490,2,5,49.39870535,23,0,395,27,637,382,691,478,664,430,664,478,0,5,41.18592517,0,25.94224354,1,1,3.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_114715,22
192,547,36,666,310,774,424,720,367,720,424,7,5,33.69006753,1,0,422,27,696,339,739,420,717,379,717,420,0,5,17.35402464,0,5,1,1,4.166666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_114715,22
193,302,18,628,429,732,537,680,483,680,537,2,4,360,1,0,160,2,666,474,696,535,681,504,681,535,0,4,84.80557109,0,2.236067977,1,1,4.733333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_134715,5
194,135,6,423,423,577,504,500,463,500,504,2,5,63.43494882,0,0,1,1,479,432,517,503,498,467,498,503,0,5,999,0,2.236067977,1,1,4.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_134715,6
195,837,36,596,467,707,545,651,506,651,545,2,4,315,0,0,897,38,634,488,667,542,650,515,650,542,0,4,278.1301024,0,3.16227766,1,1,-2,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,13
196,1020,42,646,479,757,556,701,517,701,556,2,4,323.1301024,0,0,886,38,683,493,720,555,701,524,701,555,0,4,278.1301024,0,1,1,1,4.466666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,13
197,237,18,547,453,708,560,627,506,627,560,2,6,309.8055711,0,0,372,23,614,487,638,559,626,523,626,559,0,6,260.5376778,0,1.414213562,1,1,-4.5,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,15
198,322,21,536,440,692,558,614,499,614,558,7,6,57.99461679,2,0,376,23,596,487,634,558,615,522,615,558,0,6,275.7105931,0,1,1,1,-1.8,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,15
199,443,24,633,470,771,565,702,517,702,565,2,6,298.6104597,0,0,340,23,692,493,715,564,703,528,703,564,0,6,278.1301024,0,1.414213562,1,1,3.433333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,15
200,779,23,576,471,684,541,630,506,630,541,2,4,315,0,0,860,29,619,471,644,540,631,505,631,540,0,4,258.6900675,0,1.414213562,1,1,-2.7,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,19
201,977,30,636,454,741,543,688,498,688,543,7,4,344.0546041,1,0,833,29,676,475,705,542,690,508,690,542,0,4,277.1250163,2,2.236067977,1,1,4.8,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_144715,19
202,85,14,754,553,846,603,800,578,800,603,2,9,225,10,0,86,1,763,509,791,573,777,541,777,573,0,4,116.5650512,0,37.80211634,1,1,-0.033333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_154715,8
203,933,43,587,453,713,552,650,502,650,552,2,4,315,0,0,839,37,638,481,662,552,650,516,650,552,0,4,98.13010235,0,0,1,1,3.133333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_154715,8
204,175,12,405,439,562,522,483,480,483,522,2,4,77.47119229,0,0,69,0,472,463,496,521,484,492,484,521,0,4,119.7448813,0,1.414213562,1,1,3.533333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_164715,7
205,702,13,-5,501,80,596,37,548,37,596,7,6,75.96375653,10,0,785,20,32,537,51,595,41,566,41,595,0,6,276.7098368,70,4.123105626,1,1,-2.766666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_164715,12
206,754,45,285,493,996,685,640,589,640,685,7,6,96.70983681,1,0,738,20,629,619,648,679,638,649,638,679,0,6,275.7105931,23,6.32455532,1,1,0.533333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_164715,12
207,209,9,636,458,766,548,701,503,701,548,2,4,319.3987054,0,0,63,6,680,484,720,545,700,514,700,545,0,4,109.6538241,0,3.16227766,1,1,4.866666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,9
208,119,14,456,448,601,518,528,483,528,518,2,4,69.44395478,0,0,30,6,511,465,544,517,527,491,527,517,0,4,109.6538241,0,1.414213562,1,1,2.966666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,9
209,198,9,634,476,803,580,718,528,718,580,2,6,300.2564372,0,0,211,17,650,508,699,579,674,543,674,579,0,6,315,88,44.01136217,1,1,-0.433333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,9
210,299,23,592,512,845,615,718,563,718,615,2,6,298.3007558,0,0,196,17,693,543,743,615,718,579,718,615,0,6,302.4711923,73,0,1,1,3.433333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,9
211,261,6,0,467,123,578,61,522,61,578,2,6,215.5376778,0,0,315,21,98,516,139,576,118,546,118,576,0,6,242.0205256,3,57.03507693,1,1,-1.8,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
212,278,16,0,587,52,666,26,626,26,666,2,-1,143.9726266,0,0,372,21,1,586,53,665,27,625,27,665,0,6,71.56505118,60,1.414213562,1,1,-3.133333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
213,404,23,-53,552,89,667,18,609,18,667,2,-1,206.5650512,20,0,372,21,1,586,53,665,27,625,27,665,0,6,71.56505118,60,9.219544457,1,1,1.066666667,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
214,428,24,183,445,328,525,255,485,255,525,2,6,244.9831065,0,0,301,21,235,455,270,510,252,482,252,510,0,2,246.5014343,0,15.29705854,1,1,4.233333333,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
215,2658,78,628,459,727,536,677,497,677,536,2,4,320.1944289,0,0,2745,77,664,468,693,536,678,502,678,536,0,4,284.0362435,0,1,1,1,-2.9,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
216,2869,93,659,463,744,536,701,499,701,536,2,4,351.8698976,0,0,2731,77,685,474,718,536,701,505,701,536,0,4,278.1301024,0,0,1,1,4.6,US17-92_@_25TH_ST,US17-92_@_25TH_ST_10042019_174715,13
